m/z_ion_center,CCS (Å^2),Peak Intensity
321.9717,131.82,14300
321.9779,132.26,89883
321.9841,132.39,176084
321.9904,132.39,185661
321.9966,132.39,132629
322.0028,132.39,86060
322.009,132.39,59359
322.0153,132.37,42560
322.0215,132.39,31262
322.0277,132.41,24510
322.034,132.4,20165
322.0402,132.36,17325
322.0464,132.38,13628
322.0527,132.4,12467
322.0589,132.38,11263
322.0651,132.37,10480
322.0714,132.37,9225
322.0776,132.38,8108
322.0838,132.39,5854
322.09,132.43,4355
322.0963,132.35,4527
322.1025,132.39,4096
322.1087,132.31,3308
322.115,132.39,2875
322.1212,132.37,2642
322.1274,132.38,2357
322.1337,132.32,2120
322.1399,132.4,1904
322.9817,132.28,2911
322.9879,132.44,5395
322.9942,132.47,5134
323.0004,132.5,3512
323.0066,132.54,2129
323.0129,132.51,1298
328.9743,130.52,47
370.9183,129.48,70
588.9926,128.24,29
116.9731,171.77,61383
118.9642,139.75,24
118.9869,140.13,152
120.9949,140.4,132
121.0064,140.48,106
169.012,136.74,248
169.0165,136.25,122
169.021,136.21,87
172.0223,136.55,155
172.0269,136.36,97
196.0152,134.41,37
196.0346,135.48,771
211.0303,133.79,24
211.9947,134.24,44
212.015,133.62,43
233.9913,133.53,113
233.9966,133.93,97
299.977,132.74,1165
300.0071,132.6,379
300.0131,132.77,171
300.9339,132.84,310
300.9399,133.51,3375
300.9459,133.53,6756
300.952,133.46,5731
300.958,133.48,3407
300.964,133.53,2036
300.97,133.47,1130
300.9761,133.45,653
301.9104,133.44,386
301.9164,133.38,614
301.9225,133.34,902
301.9285,133.39,1288
301.9345,133.15,14966
301.9405,133.55,130138
301.9888,133.52,48722
301.9948,133.49,38878
302.0009,133.51,31410
302.0069,133.54,26397
302.013,133.52,24099
302.019,133.52,22128
302.025,133.51,19932
302.031,133.51,17693
302.0371,133.49,16062
302.0431,133.5,12772
302.0492,133.48,9041
302.0552,133.51,9042
302.0612,133.49,8704
302.0672,133.5,7356
302.0733,133.5,6488
302.0793,133.46,5740
302.0854,133.45,5107
302.0914,133.48,4859
302.0974,133.49,4330
302.1035,133.48,3965
302.1095,133.53,3590
302.1155,133.49,3263
302.1216,133.47,3254
302.1276,133.47,3161
302.1336,133.49,2880
302.1397,133.52,2541
302.1457,133.48,2509
302.1517,133.52,2531
302.1578,133.5,2295
302.1638,133.51,2228
302.1698,133.49,1941
302.1759,133.55,1754
302.1819,133.5,1762
302.188,133.53,1771
302.194,133.63,1721
302.2,133.46,1612
302.206,133.46,1465
302.2121,133.56,1388
302.2181,133.46,1393
302.2242,133.5,1399
302.2302,133.52,1399
302.2362,133.5,1180
302.2423,133.48,1239
302.2483,133.47,1224
302.2543,133.46,1266
302.2604,133.51,1176
302.2664,133.46,1132
302.2724,133.55,1104
302.2785,133.55,1016
302.2845,133.5,998
302.2906,133.58,978
302.2966,133.5,1008
302.3026,133.47,984
302.3087,133.5,1008
302.3147,133.62,982
302.3207,133.5,938
302.3268,133.55,895
302.3328,133.48,934
302.3388,133.46,913
302.3449,133.49,859
302.3509,133.52,830
302.357,133.47,828
302.363,133.52,724
302.369,133.6,716
302.3751,133.47,778
302.3811,133.52,745
302.3872,133.53,726
302.3932,133.54,729
302.3992,133.47,740
302.4053,133.44,710
302.4113,133.5,687
302.4173,133.53,678
302.4234,133.38,631
302.4294,133.54,627
302.4354,133.48,648
302.4415,133.54,695
302.4596,133.45,582
302.4656,133.47,623
302.4717,133.6,572
302.4777,133.48,588
302.4958,133.43,517
302.6045,133.5,648
302.9368,133.33,748
302.9428,133.56,2823
302.9489,133.53,6239
302.9549,133.48,6694
302.961,133.48,4778
302.967,133.51,3045
302.9731,133.51,1967
302.9791,133.47,1292
302.9851,133.45,880
303.9407,133.58,10990
303.9468,133.51,15553
303.9528,133.51,13588
303.9589,133.51,9109
303.965,133.54,5903
303.971,133.52,3584
303.9771,133.48,2216
303.9831,133.5,1390
303.9892,133.57,932
320.9694,132.0,220
321.0068,132.43,432
321.013,132.33,236
321.9405,132.15,97
321.9468,132.46,236
321.953,132.61,308
321.9592,132.34,371
322.1461,132.4,1760
322.1524,132.45,1483
322.1586,132.39,1407
322.1648,132.4,1304
322.171,132.42,1272
322.1773,132.41,1077
322.1835,132.44,924
322.1898,132.53,922
322.196,132.55,916
322.2022,132.49,848
322.2084,132.45,732
322.2147,132.42,762
322.2209,132.45,714
322.2271,132.4,742
322.2334,132.42,711
322.2396,132.37,653
322.2458,132.39,619
322.2521,132.42,604
322.2583,132.39,624
322.2645,132.36,547
322.2708,132.35,538
322.277,132.36,504
322.2832,132.35,417
322.2895,132.42,469
322.2957,132.34,492
322.3019,132.39,412
322.3082,132.33,377
322.3144,132.37,428
322.3206,132.41,469
322.3269,132.36,463
322.3331,132.4,443
322.3393,132.41,431
322.3456,132.31,379
322.3518,132.41,389
322.358,132.45,329
322.3643,132.4,350
322.3705,132.37,320
322.3767,132.4,418
322.383,132.32,404
322.3892,132.52,366
322.3954,132.39,329
322.4017,132.51,412
322.4079,132.4,320
322.4141,132.44,316
322.4204,132.52,342
322.4266,132.44,375
322.4328,132.45,331
322.4391,132.5,305
322.4453,132.47,282
322.4515,132.48,324
322.4578,132.5,285
322.464,132.36,248
322.4702,132.56,278
322.4765,132.44,323
322.4827,132.33,224
322.4889,132.33,237
322.4952,132.39,291
322.5014,132.38,245
322.5077,132.4,219
322.5139,132.01,197
322.5201,132.41,222
322.5264,132.32,228
322.5326,132.36,233
322.5388,132.27,178
322.5451,132.11,177
322.5513,132.45,232
322.5575,132.37,227
322.5638,132.1,145
322.5825,132.38,191
322.6261,132.22,166
322.6511,132.07,165
322.6573,132.41,233
322.6636,132.46,218
322.6698,132.51,265
322.676,132.1,170
322.7134,132.1,146
322.7197,132.27,180
322.7696,132.03,137
322.8756,132.17,114
322.9755,132.33,649
323.0191,132.51,851
323.0254,132.45,608
323.0316,132.39,389
323.0378,132.33,260
323.0441,132.52,198
330.9672,135.98,3452
330.9735,135.55,7422
330.9798,135.67,7660
330.9861,135.75,4963
330.9924,135.6,3019
330.9987,136.02,1637
59.0243,167.97,1695
116.9769,171.31,34669
119.002,140.73,64
119.0058,140.69,52
141.0207,166.71,93160
143.9924,138.36,45
172.0314,136.32,54
196.0395,135.34,107
204.912,136.09,503
210.0127,135.7,59
227.9866,135.0,46
227.9918,134.96,149
227.997,134.98,80
234.0019,133.96,61
299.971,133.28,80
300.9821,133.62,315
300.9881,133.53,177
300.9941,133.49,147
301.9044,133.77,173
302.4475,133.57,657
302.4536,133.62,599
302.4838,133.56,489
302.4898,133.56,491
302.5019,133.49,506
302.5079,133.57,553
302.514,133.64,600
302.52,133.49,586
302.526,133.63,527
302.5321,133.56,489
302.5381,133.54,477
302.5441,133.63,469
302.5502,133.67,519
302.5562,133.45,443
302.5623,133.43,442
302.5683,133.46,419
302.5743,133.62,446
302.5804,133.51,451
302.5864,133.62,481
302.5924,133.51,523
302.5985,133.48,529
302.6106,133.59,626
302.6166,133.54,503
302.6226,133.45,427
302.6287,133.52,399
302.6347,133.5,367
302.6408,133.49,359
302.6468,133.6,370
302.6528,133.64,379
302.6589,133.51,406
302.6649,133.55,309
302.671,133.44,361
302.677,133.54,366
302.683,133.62,398
302.6891,133.45,378
302.6951,133.48,350
302.7012,133.27,345
302.7072,133.4,357
302.7132,133.48,277
302.7193,133.28,251
302.7253,133.53,343
302.7314,133.55,420
302.7374,133.61,317
302.7435,133.49,337
302.7495,133.43,383
302.7555,133.43,376
302.7616,133.32,301
302.7676,133.47,301
302.7737,133.64,314
302.7797,133.63,325
302.7857,133.67,274
302.7918,133.57,308
302.7978,133.69,281
302.8039,133.63,305
302.8099,133.51,237
302.816,133.55,287
302.822,133.42,230
302.828,133.09,201
302.8341,133.44,274
302.8401,133.58,262
302.8462,133.59,263
302.8522,133.47,289
302.8582,133.32,227
302.8643,133.1,189
302.8703,133.49,216
302.8764,133.64,194
302.8824,133.48,200
302.8885,133.55,198
302.8945,133.59,183
302.9005,133.52,197
302.9066,133.43,229
302.9126,133.54,227
302.9187,133.52,178
302.9247,133.2,138
302.9308,133.53,346
302.9912,133.48,572
302.9972,133.51,414
303.0033,133.57,355
303.0093,133.43,330
303.0154,133.54,263
303.0214,133.3,181
303.0275,133.34,153
303.0335,133.57,200
303.0395,133.61,207
303.0456,133.5,219
303.0516,133.48,157
303.0577,133.67,154
303.0637,133.6,210
303.0698,133.38,147
303.2572,132.86,36
303.9286,133.22,192
303.9952,133.6,694
304.0013,133.53,462
304.0073,133.61,320
304.0134,133.6,331
304.0194,133.45,221
304.0255,133.58,188
305.9172,133.41,227
305.9232,133.23,287
305.9293,133.57,130
319.9874,132.09,29
321.0192,132.42,121
322.57,132.88,127
322.5762,132.24,139
322.5887,132.45,174
322.595,132.88,109
322.6012,132.44,178
322.6074,132.48,145
322.6137,131.98,83
322.6199,132.8,98
322.6324,132.4,145
322.6386,132.45,161
322.6448,132.4,181
322.6823,132.49,205
322.6885,132.43,190
322.6947,132.41,118
322.701,132.45,94
322.7072,132.49,131
322.7259,132.28,144
322.7322,132.52,128
322.7384,132.38,181
322.7446,131.97,101
322.7509,132.29,149
322.7571,132.4,155
322.7633,132.88,100
322.7758,132.11,133
322.7821,132.42,172
322.7883,132.25,130
322.7945,132.41,128
322.8008,132.19,73
322.807,132.41,101
322.8132,132.32,131
322.8195,132.4,156
322.8257,132.36,109
322.832,132.18,117
322.8382,132.29,131
322.8444,132.43,104
322.8507,132.6,115
322.8569,132.39,80
322.8631,132.42,153
322.8694,132.42,51
322.8819,132.41,121
322.8881,132.39,143
322.8943,131.97,80
322.9006,131.97,49
322.9068,132.26,111
322.913,131.97,70
322.9193,132.21,108
322.9255,131.97,52
322.9318,132.38,102
322.938,132.44,66
322.9442,131.97,24
322.9505,131.97,23
322.9692,132.0,53
323.0503,132.39,179
323.0566,132.35,141
323.0628,132.51,127
323.069,132.87,66
323.0753,132.21,101
323.0815,132.66,62
323.0878,132.42,53
323.094,132.44,91
323.1002,132.87,46
323.1065,132.66,61
330.9609,136.96,367
331.0051,135.75,898
331.0114,157.99,433
331.9785,136.52,376
331.9849,136.91,350
337.9962,135.26,224
338.0025,136.51,238
61.9948,154.44,57
61.9976,153.58,53
141.0248,166.55,51407
204.917,136.24,255
204.922,136.33,32
210.0178,135.7,67
213.007,136.6,121
213.012,136.47,1041
213.0171,136.55,940
213.0222,136.65,427
228.9259,136.72,1810
228.9312,136.64,3691
248.972,135.56,129
260.8671,135.45,1552
260.8727,135.2,3131
260.8783,135.19,1695
260.8839,135.02,273
299.941,133.28,38
301.0002,133.35,102
301.8983,133.25,58
303.0758,133.72,151
303.0818,133.68,128
303.0879,133.69,103
303.0939,133.33,62
303.1,133.3,73
303.106,133.43,85
303.1121,133.22,75
303.1181,133.41,116
303.1242,133.56,128
303.1302,133.22,0
303.1362,133.22,49
303.1423,133.57,96
303.1483,133.22,52
303.1544,133.25,49
303.1604,133.27,82
303.1665,133.22,73
303.1725,133.29,85
303.1786,133.22,0
303.1846,133.22,24
303.1906,133.25,54
303.2148,133.22,58
303.2209,133.22,21
303.2813,133.24,58
303.2874,133.41,56
303.3599,133.22,44
303.3902,133.49,87
304.0315,133.66,173
304.0376,133.4,118
304.9463,134.1,66
304.9524,133.19,117
305.9354,133.17,26
305.9536,133.69,39
321.9343,132.89,71
331.0177,137.09,230
331.9912,135.23,100
574.9803,130.97,53
92.9263,175.19,5197
116.9806,171.13,18162
118.9717,169.82,15348
152.0512,139.65,25
188.9492,137.7,48
213.0272,136.51,22
228.9364,136.67,1777
228.9417,136.95,264
240.8763,135.59,28
303.2088,134.13,27
303.2269,134.13,51
303.233,134.13,21
303.239,134.13,22
303.9226,133.98,56
304.0436,134.11,22
304.0497,133.85,80
118.9755,168.91,7234
177.0909,140.16,539
177.0955,140.04,221
177.1001,139.04,23
188.0816,140.13,539
293.982,135.21,29
428.9818,135.63,287
528.961,133.34,64
528.969,133.47,0
528.977,133.56,183
528.985,133.56,137
141.0125,166.4,109046
177.0863,140.55,78
186.0729,140.48,332
186.0776,140.32,245
186.0824,140.06,157
186.0871,140.34,88
188.0768,139.73,129
188.0863,140.25,109
201.0194,139.76,91
201.0243,140.1,972
222.9662,138.0,21
226.9916,137.39,90
528.993,134.05,44
116.9656,145.77,31
188.0911,140.35,21
201.0292,139.96,451
208.9775,139.43,23
216.993,141.82,3857
216.9981,141.82,34310
217.0032,141.81,42635
262.9066,138.15,51
328.9742,136.4,23
338.0089,137.68,113
338.0153,136.71,54
428.9746,135.59,0
589.0432,134.46,111
59.027,161.07,68
72.9898,155.04,21
72.9927,155.04,21
92.933,175.07,1308
118.9642,169.88,6959
141.029,166.27,30845
142.0202,165.06,2671
171.9904,144.44,1631
171.995,144.47,8318
172.0223,144.4,814
201.0341,140.55,47
217.0084,141.83,25272
217.0135,141.85,12669
222.9921,142.28,3416
222.9973,142.3,5254
223.0025,142.31,4010
223.0077,142.31,2428
223.0128,142.34,1454
272.9881,138.4,23
311.1618,137.61,21
331.024,137.27,84
331.9722,137.25,90
375.0016,139.52,6963
375.9838,139.42,103395
375.9906,139.52,240253
375.9973,139.54,301806
376.004,139.56,252051
376.0108,139.56,169395
376.0175,139.55,110223
376.0242,139.54,77682
376.031,139.55,58439
376.0377,139.55,45708
376.0444,139.55,36450
376.0512,139.55,30561
376.0579,139.55,25782
376.0646,139.52,22165
376.0714,139.55,20269
94.9215,171.61,972
94.9249,172.88,2234
116.9844,170.62,10109
118.9793,168.7,3497
120.9988,148.31,143
141.0331,165.93,15961
172.0269,144.39,479
172.0314,144.56,316
217.0186,141.85,6023
217.0237,141.78,1733
222.9869,142.22,565
223.018,142.37,724
223.0232,142.38,416
223.0284,142.2,201
353.9851,140.06,1087
353.9916,140.13,2178
353.9981,140.19,2041
354.0047,140.05,1344
354.0112,140.01,747
368.9684,139.26,282
371.9755,139.46,1477
371.9822,139.6,2342
371.9889,139.64,1805
371.9956,139.65,1159
374.9814,139.5,3662
374.9881,139.56,8404
374.9949,139.54,9467
375.0083,139.55,4296
375.015,139.56,2576
375.0218,139.62,1718
375.0285,139.51,1062
375.0352,139.49,553
375.9569,139.62,507
375.9636,139.54,840
375.9704,139.68,1193
375.9771,139.41,15326
376.0781,139.57,18414
376.0848,139.56,16743
376.0916,139.53,14843
376.0983,139.56,11928
376.105,139.54,9080
376.1118,139.53,8400
376.1185,139.56,8262
376.1252,139.5,7225
376.132,139.55,6362
376.1387,139.54,5684
376.1454,139.56,5272
376.1522,139.55,4869
376.1589,139.5,4286
376.1656,139.52,3885
376.1724,139.55,3653
376.1791,139.55,3351
376.1858,139.53,3097
376.1926,139.51,2966
376.1993,139.56,2769
376.206,139.51,2454
376.2128,139.52,2434
376.2195,139.46,2427
376.2262,139.59,2282
376.233,139.53,2171
376.2397,139.53,1968
376.2464,139.61,1832
376.2532,139.57,1864
376.2599,139.53,1826
376.2666,139.51,1809
376.2734,139.55,1822
376.2801,139.57,1631
376.2868,139.53,1545
376.2936,139.53,1516
376.3003,139.55,1421
376.307,139.5,1390
376.3138,139.53,1339
376.3205,139.56,1281
376.3272,139.53,1382
376.334,139.54,1235
376.3407,139.5,1206
376.3475,139.49,1199
376.3542,139.54,1163
376.3609,139.53,1165
376.3677,139.54,1151
376.3744,139.55,1131
376.3811,139.48,1029
376.3879,139.44,1002
376.3946,139.52,1046
376.4013,139.49,983
376.4081,139.58,927
376.4148,139.51,1013
376.4216,139.51,928
376.4283,139.54,965
376.435,139.49,1008
376.4418,139.49,1024
376.4485,139.54,978
376.4552,139.55,989
376.462,139.55,871
376.4687,139.56,902
376.4754,139.63,856
376.4822,139.57,820
376.4889,139.57,842
376.4956,139.67,828
376.5024,139.55,826
376.5091,139.48,710
376.5159,139.45,730
376.5226,139.44,741
376.5293,139.41,657
376.5361,139.48,687
376.5428,139.41,622
376.5496,139.53,613
376.5563,139.53,679
376.563,139.45,615
376.5698,139.58,588
376.5765,139.61,645
376.5832,139.55,624
376.59,139.71,707
376.5967,139.47,666
376.6034,139.67,627
376.6102,139.56,624
376.6304,139.6,469
376.6371,139.66,583
376.6439,139.52,507
376.6843,139.6,499
376.7045,139.61,524
376.7113,139.52,541
376.718,139.47,551
376.7382,139.54,462
376.8595,139.47,427
376.8663,139.44,465
376.9134,139.34,316
380.9685,139.24,335
94.9283,172.33,898
121.0026,148.35,79
172.036,144.63,218
172.0405,144.66,136
172.0451,144.57,131
172.0496,144.68,96
217.0288,141.91,23
218.0068,141.86,53
232.9727,142.59,817
232.978,142.76,864
234.9695,141.45,65
234.9749,142.19,169
235.9711,142.3,386
246.8892,142.0,478
246.8946,142.01,2137
246.9001,142.16,1725
248.972,141.36,92
248.9775,141.36,34
286.9996,141.31,349
287.0055,140.98,173
287.0113,140.74,115
353.9785,140.2,212
354.0177,140.02,413
354.0243,139.72,192
368.975,139.52,360
368.9817,139.22,122
371.9688,139.41,328
372.0023,139.76,552
372.009,139.78,285
372.0157,139.27,115
373.9871,139.43,219
373.9938,139.55,217
374.0005,139.68,170
374.9747,139.59,613
375.0419,139.52,337
375.0487,139.48,234
375.0554,139.61,151
375.9367,139.93,212
375.9435,139.61,278
375.9502,139.8,366
376.6169,139.63,593
376.6237,139.69,553
376.6506,139.62,529
376.6574,139.68,586
376.6641,139.6,508
376.6708,139.52,505
376.6776,139.71,468
376.691,139.61,485
376.6978,139.73,497
376.7247,139.67,569
376.7315,139.74,540
376.745,139.63,530
376.7517,139.65,428
376.7584,139.65,468
376.7652,139.52,470
376.7719,139.53,458
376.7786,139.7,466
376.7854,139.68,435
376.7921,139.63,397
376.7989,139.54,465
376.8056,139.48,399
376.8123,139.76,433
376.8191,139.59,390
376.8258,139.55,363
376.8326,139.58,372
376.8393,139.62,408
376.846,139.56,449
376.8528,139.55,418
376.873,139.54,396
376.8797,139.45,299
376.8865,139.64,346
376.8932,139.52,342
376.9,139.56,374
376.9067,139.67,370
376.9202,139.61,286
376.9269,139.66,282
376.9337,139.48,254
376.9404,139.56,279
376.9471,139.35,253
376.9539,139.17,208
376.9606,139.37,208
376.9674,139.51,280
376.9741,139.37,309
376.9808,139.36,241
376.9876,139.39,220
376.9943,139.66,207
377.0011,139.7,216
377.0078,139.75,226
377.0146,139.82,226
377.0213,139.57,216
377.028,139.28,226
377.0348,139.57,246
377.0415,139.5,247
377.0483,139.75,199
377.055,139.72,187
377.0617,139.65,194
377.0685,139.45,163
377.0752,139.32,178
377.082,139.21,188
377.0887,139.72,153
377.0955,139.48,128
377.1022,139.63,159
377.1089,139.79,136
377.1157,139.57,127
377.1224,139.2,137
377.1292,139.31,87
377.1359,139.54,141
377.1426,139.6,163
377.1494,139.47,178
377.1561,139.12,109
377.1629,139.33,93
377.1696,139.17,93
377.1898,139.58,154
377.1966,139.41,196
377.2303,139.13,112
377.3315,139.33,108
380.9753,139.73,342
380.9821,139.81,187
384.984,138.94,149
384.9908,144.93,179
113.9958,150.01,26
141.0083,166.83,15290
172.0542,144.79,83
184.0985,145.11,191
191.0549,143.92,27
223.0336,142.6,88
223.0388,142.4,55
232.9674,142.5,115
232.9833,142.69,243
234.9802,142.19,22
235.9658,142.21,28
235.9765,142.24,361
246.9056,142.24,452
246.911,141.88,26
286.8878,141.8,446
286.9937,141.56,130
287.0172,140.81,24
354.0308,139.89,99
368.9884,139.42,53
372.0224,139.49,82
373.9804,139.76,95
374.0072,139.59,100
375.0621,139.3,88
375.0688,139.48,82
375.0756,139.78,91
375.0823,139.79,80
375.93,139.79,154
377.1764,139.29,85
377.1831,139.52,107
377.2033,139.77,150
377.2101,140.21,49
377.2168,139.31,22
377.2236,139.67,105
377.237,139.31,0
377.2438,139.56,94
377.2505,139.54,102
377.2573,139.71,103
377.264,139.44,82
377.2708,139.56,105
377.2775,139.27,80
377.2842,139.31,64
377.291,139.51,125
377.2977,139.28,67
377.3045,139.31,0
377.3112,139.31,46
377.318,139.31,45
377.3247,139.61,103
377.3382,139.31,51
377.345,139.55,105
377.3517,139.5,74
377.3584,139.66,72
377.3652,139.25,88
377.3719,140.21,23
377.3787,139.31,74
377.3854,139.31,21
377.3922,139.27,81
377.3989,139.35,65
377.4191,139.4,92
377.4866,139.5,52
377.5878,139.49,51
380.9618,139.68,138
380.9889,144.37,88
384.9976,139.6,79
116.9656,170.91,11700
121.9401,150.16,46
141.0372,165.77,7937
184.0938,145.2,33
192.1121,146.24,1754
192.1169,146.26,1816
197.0568,145.95,476
197.0617,145.89,565
225.003,147.39,2346
225.0082,147.59,2362
286.882,141.73,24
286.8937,141.73,98
286.8996,141.57,45
350.9411,141.85,226
560.857,140.18,542
560.8652,140.35,804
560.8735,140.36,685
562.8568,140.28,294
116.9881,169.56,4015
141.0413,165.63,3814
192.1217,146.25,396
197.0665,145.86,142
197.0714,145.56,120
225.0135,147.91,702
282.8446,144.38,624
282.8504,144.21,3872
282.8562,144.17,3126
308.9732,147.47,4777
321.9904,147.75,719
350.9476,142.38,126
560.8488,140.6,192
560.8817,140.25,373
560.8899,140.12,118
562.8651,140.29,339
562.8733,140.33,208
61.9948,234.29,2919
92.9363,175.42,273
142.0161,165.35,1077
142.0244,163.93,1044
146.9614,151.51,129
211.0959,146.53,567
211.1009,146.85,360
264.9202,146.49,17741
264.9258,146.58,17366
282.8621,144.17,1075
282.8679,144.46,116
308.9793,147.44,3522
350.9346,142.38,91
350.9541,142.38,52
396.963,148.11,25178
562.8486,140.61,44
113.9921,153.89,32
119.9432,166.02,34
211.0555,147.69,264
211.0606,147.73,974
211.0656,147.7,523
211.0707,147.63,52
240.9572,146.62,474
240.9626,146.81,1227
240.968,146.95,281
246.971,147.16,2820
246.9765,147.24,15648
246.9819,147.28,15987
246.9874,147.32,8814
264.9145,146.3,4746
264.9315,146.64,9104
264.9371,146.62,3833
288.9616,146.08,272
288.9675,146.25,246
308.9671,147.42,3932
328.9679,150.44,60267
328.9743,150.41,131077
396.9699,148.06,27055
396.9769,148.06,20027
528.953,142.19,102
106.9178,155.87,27
211.0908,147.67,25
224.9978,147.86,71
240.9733,146.59,22
246.9928,147.37,3450
246.9983,147.39,706
264.9428,146.52,362
288.9733,146.09,151
308.9854,147.43,2133
308.9915,147.48,1155
396.9838,148.06,13041
428.9602,143.96,199
428.9674,143.46,107
572.9673,142.55,24
588.9926,142.46,44
72.9957,165.71,23
142.0285,163.74,229
206.1514,150.49,756
207.1296,150.47,822
207.1346,150.83,20127
207.1396,150.85,27463
207.1446,150.85,16165
213.0475,150.35,786
213.0526,150.62,2613
213.0576,150.57,2190
213.0627,150.56,1053
223.0232,149.91,2105
223.0284,150.0,3915
223.0336,150.02,2024
225.0187,148.48,154
270.9384,149.36,25560
270.9441,149.32,23995
288.9556,146.23,36
294.8935,148.53,8310
294.8995,148.55,20835
294.9054,148.53,18622
308.961,147.11,1071
308.9976,147.63,683
309.0037,147.45,386
309.0098,147.46,179
321.9966,147.9,412
326.956,148.32,1683
326.9622,148.18,2132
326.9685,148.2,1607
334.8885,147.67,12022
334.8948,147.68,14438
384.9772,145.06,46
384.9976,145.29,80
396.9561,148.13,12157
396.9907,148.05,8158
426.9707,147.44,2106
426.9922,147.31,161369
