Data file,C:\Users\grego\OneDrive - University of North Carolina at Chapel Hill\Academic\Data from Kimberley\O157_Lip_Allion_5bit_Pos_001_DI3.d.DeMP.d
Frame range,11,82
Frame time range,0.281,1.780,minutes
Drift units,Drift Time (ms)
Mass units,Mass-To-Charge (m/z)
Fragmentation Filter: High Only
Mass,Drift,Abundance
620.32323,0.80,27
620.33189,0.80,35
620.34054,0.80,22
620.34920,0.80,21
620.35786,0.80,21
620.36651,0.80,13
1013.50870,0.80,4
156.03550,0.84,198
156.03984,0.84,447
156.04419,0.84,116
156.04853,0.84,84
156.05287,0.84,52
156.05721,0.84,29
156.06155,0.84,23
156.06590,0.84,44
156.07024,0.84,27
156.08326,0.84,81
156.08761,0.84,29
156.09195,0.84,5
156.09629,0.84,9
156.10063,0.84,5
156.10498,0.84,1
175.10652,0.84,115
175.11111,0.84,322
175.12031,0.84,82
175.12491,0.84,164
175.18011,0.84,6
175.18931,0.84,2
176.05525,0.84,163
192.09396,0.84,30
192.09878,0.84,13
192.10360,0.84,5
192.10842,0.84,14
229.16907,0.84,13
235.10530,0.84,24
244.14926,0.84,130
244.15469,0.84,206
244.16012,0.84,419
244.16555,0.84,408
244.17098,0.84,312
244.17642,0.84,311
244.18185,0.84,168
311.33398,0.84,4
311.35238,0.84,1
325.35455,0.84,15
326.27051,0.84,222
326.27679,0.84,195
326.28307,0.84,68
326.28935,0.84,39
326.29562,0.84,35
326.30190,0.84,24
326.30818,0.84,13
326.31446,0.84,15
445.15275,0.84,3
488.27158,0.84,95
526.23116,0.84,23
526.23913,0.84,254
526.24710,0.84,204
526.25508,0.84,57
526.26305,0.84,84
526.27102,0.84,35
526.27900,0.84,43
526.28697,0.84,18
538.32342,0.84,2
620.32323,0.84,20
620.33189,0.84,35
620.34054,0.84,16
620.34920,0.84,15
620.35786,0.84,15
620.36651,0.84,7
696.38091,0.84,14
1013.50870,0.84,4
156.03550,0.88,198
156.03984,0.88,351
156.06590,0.88,44
156.08326,0.88,51
156.08761,0.88,29
156.09195,0.88,5
156.09629,0.88,9
156.10063,0.88,5
156.10498,0.88,1
175.10652,0.88,115
175.11111,0.88,322
175.12031,0.88,187
175.12491,0.88,333
175.12951,0.88,130
175.13411,0.88,90
175.13871,0.88,58
175.14331,0.88,46
175.14791,0.88,31
175.15251,0.88,27
175.15711,0.88,23
175.16171,0.88,12
175.16631,0.88,11
175.17091,0.88,8
175.18011,0.88,2
175.18931,0.88,2
192.09396,0.88,30
192.09878,0.88,25
192.10360,0.88,5
192.10842,0.88,20
235.10530,0.88,24
242.00878,0.88,32
244.14926,0.88,130
244.15469,0.88,206
244.16012,0.88,455
244.16555,0.88,410
244.17098,0.88,321
244.17642,0.88,200
244.18185,0.88,168
311.33398,0.88,4
311.35238,0.88,1
325.35455,0.88,15
326.27051,0.88,222
326.27679,0.88,195
326.28307,0.88,68
326.28935,0.88,39
326.29562,0.88,35
326.30190,0.88,24
326.30818,0.88,13
326.31446,0.88,15
445.15275,0.88,3
488.27158,0.88,95
526.23116,0.88,99
526.23913,0.88,317
526.24710,0.88,223
526.25508,0.88,57
526.26305,0.88,84
526.27102,0.88,35
526.27900,0.88,43
526.28697,0.88,18
538.32342,0.88,2
620.34054,0.88,6
620.34920,0.88,6
620.35786,0.88,6
620.36651,0.88,2
696.38091,0.88,14
1013.50870,0.88,4
156.03550,0.92,85
156.09195,0.92,21
156.10498,0.92,20
175.12031,0.92,105
175.12491,0.92,273
175.12951,0.92,130
175.13411,0.92,90
175.13871,0.92,58
175.14331,0.92,46
175.14791,0.92,31
175.15251,0.92,56
175.15711,0.92,23
175.16171,0.92,12
175.16631,0.92,11
175.17091,0.92,8
175.18931,0.92,2
192.09396,0.92,16
192.09878,0.92,20
192.10360,0.92,0
192.10842,0.92,13
217.12466,0.92,4
241.99796,0.92,90
242.00337,0.92,77
242.00878,0.92,85
242.01418,0.92,35
242.01959,0.92,23
242.02500,0.92,0
242.03041,0.92,13
242.03581,0.92,10
244.16012,0.92,239
244.16555,0.92,176
244.17098,0.92,140
244.17642,0.92,78
244.18185,0.92,68
245.12780,0.92,340
245.14412,0.92,121
245.16045,0.92,53
245.16589,0.92,0
245.17133,0.92,10
245.17677,0.92,16
329.24053,0.92,11
440.24572,0.92,126
440.26760,0.92,4
510.24854,0.92,49
526.23116,0.92,102
526.23913,0.92,199
526.24710,0.92,131
526.25508,0.92,0
526.26305,0.92,41
526.27102,0.92,0
526.27900,0.92,25
526.28697,0.92,18
576.34186,0.92,96
576.35020,0.92,124
576.35855,0.92,0
576.36689,0.92,75
674.36134,0.92,105
696.38091,0.92,14
156.09195,0.96,21
156.10498,0.96,20
175.12031,0.96,105
175.12491,0.96,273
175.12951,0.96,130
175.13411,0.96,90
175.13871,0.96,58
175.14331,0.96,46
175.14791,0.96,31
175.15251,0.96,56
175.15711,0.96,23
175.16171,0.96,12
175.16631,0.96,11
175.17091,0.96,8
192.09878,0.96,12
192.10360,0.96,0
192.10842,0.96,6
217.12466,0.96,4
241.99796,0.96,90
242.00337,0.96,77
242.00878,0.96,85
242.01418,0.96,35
242.01959,0.96,23
242.02500,0.96,0
242.03041,0.96,13
242.03581,0.96,10
244.16012,0.96,36
244.16555,0.96,2
244.17098,0.96,10
245.12780,0.96,340
245.14412,0.96,121
245.16045,0.96,53
245.16589,0.96,0
245.17133,0.96,10
245.17677,0.96,16
329.24053,0.96,11
440.24572,0.96,126
440.26760,0.96,4
510.24854,0.96,49
526.23116,0.96,102
526.23913,0.96,63
526.24710,0.96,19
576.34186,0.96,96
576.35020,0.96,124
576.35855,0.96,0
576.36689,0.96,75
674.36134,0.96,197
156.09195,1.00,21
156.10498,1.00,20
175.15251,1.00,29
217.12466,1.00,4
241.99796,1.00,90
242.00337,1.00,77
242.00878,1.00,54
242.01418,1.00,35
242.01959,1.00,23
242.02500,1.00,0
242.03041,1.00,13
242.03581,1.00,10
245.12780,1.00,340
245.14412,1.00,121
245.16045,1.00,53
245.16589,1.00,0
245.17133,1.00,10
245.17677,1.00,16
329.24053,1.00,11
440.24572,1.00,126
440.26760,1.00,4
510.24854,1.00,49
526.23116,1.00,26
576.34186,1.00,96
576.35020,1.00,124
576.35855,1.00,0
576.36689,1.00,75
674.36134,1.00,197
103.12166,1.04,8
103.12519,1.04,39
175.11111,1.04,201
175.20311,1.04,3
208.05897,1.04,1
217.12978,1.04,148
217.13490,1.04,194
217.14002,1.04,157
217.16563,1.04,12
217.17075,1.04,0
217.17587,1.04,9
227.14782,1.04,9
227.16353,1.04,7
245.15501,1.04,57
245.16045,1.04,0
245.16589,1.04,9
245.17133,1.04,58
329.24053,1.04,124
329.24683,1.04,78
329.25314,1.04,54
329.25945,1.04,37
329.26575,1.04,23
329.28468,1.04,10
402.37279,1.04,5
402.37976,1.04,12
402.38674,1.04,0
402.39371,1.04,2
402.40068,1.04,7
440.24572,1.04,64
440.25301,1.04,150
440.26031,1.04,80
440.26760,1.04,157
440.27489,1.04,84
440.28218,1.04,57
496.22975,1.04,44
674.36134,1.04,92
696.34423,1.04,92
696.35340,1.04,161
696.36257,1.04,77
696.37174,1.04,0
696.38091,1.04,58
696.39009,1.04,42
696.39926,1.04,28
696.40843,1.04,31
696.41760,1.04,23
696.42677,1.04,20
696.43595,1.04,10
103.12166,1.08,8
103.12519,1.08,39
175.10652,1.08,17
175.11111,1.08,201
175.20311,1.08,3
208.05897,1.08,1
217.12978,1.08,148
217.13490,1.08,194
217.14002,1.08,157
217.16563,1.08,12
217.17075,1.08,0
217.17587,1.08,9
227.14782,1.08,9
227.16353,1.08,7
245.15501,1.08,125
245.16045,1.08,0
245.16589,1.08,9
245.17133,1.08,58
329.24053,1.08,124
329.24683,1.08,78
329.25314,1.08,54
329.25945,1.08,37
329.26575,1.08,23
329.28468,1.08,10
402.37279,1.08,5
402.37976,1.08,12
402.38674,1.08,0
402.39371,1.08,2
402.40068,1.08,7
440.24572,1.08,64
440.25301,1.08,150
440.26031,1.08,80
440.26760,1.08,157
440.27489,1.08,84
440.28218,1.08,57
496.22975,1.08,44
696.34423,1.08,92
696.35340,1.08,161
696.36257,1.08,77
696.37174,1.08,0
696.38091,1.08,58
696.39009,1.08,42
696.39926,1.08,28
696.40843,1.08,31
696.41760,1.08,23
696.42677,1.08,20
696.43595,1.08,10
103.12166,1.12,237
103.12519,1.12,243
103.12872,1.12,165
175.10652,1.12,51
175.11111,1.12,201
175.20311,1.12,3
208.05897,1.12,1
217.12978,1.12,148
217.13490,1.12,194
217.14002,1.12,157
217.16563,1.12,12
217.17075,1.12,0
217.17587,1.12,9
227.14782,1.12,9
227.16353,1.12,7
245.15501,1.12,193
245.16045,1.12,0
245.16589,1.12,112
245.17133,1.12,58
329.24053,1.12,124
329.24683,1.12,78
329.25314,1.12,54
329.25945,1.12,37
329.26575,1.12,23
329.28468,1.12,10
402.37279,1.12,5
402.37976,1.12,12
402.38674,1.12,0
402.39371,1.12,2
402.40068,1.12,7
440.24572,1.12,64
440.25301,1.12,150
440.26031,1.12,80
440.26760,1.12,157
440.27489,1.12,84
440.28218,1.12,57
496.22975,1.12,44
696.34423,1.12,92
696.35340,1.12,161
696.36257,1.12,77
696.37174,1.12,0
696.38091,1.12,58
696.39009,1.12,42
696.39926,1.12,28
696.40843,1.12,31
696.41760,1.12,23
696.42677,1.12,20
696.43595,1.12,10
103.12166,1.16,537
103.12519,1.16,473
103.12872,1.16,388
103.13225,1.16,167
103.13578,1.16,119
103.13931,1.16,91
103.14284,1.16,58
103.14637,1.16,53
103.14990,1.16,42
103.15343,1.16,35
103.15696,1.16,26
103.16049,1.16,26
103.16402,1.16,22
103.16755,1.16,16
103.17108,1.16,4
175.10652,1.16,76
175.12031,1.16,144
175.13411,1.16,74
175.15251,1.16,41
175.18471,1.16,4
175.18931,1.16,0
175.19391,1.16,1
175.19851,1.16,0
175.20311,1.16,11
219.07518,1.16,140
227.12687,1.16,115
229.14276,1.16,148
229.16381,1.16,252
229.17433,1.16,67
229.19012,1.16,26
229.19538,1.16,23
229.20064,1.16,16
229.20590,1.16,0
229.21116,1.16,25
235.13195,1.16,17
245.15501,1.16,245
245.16045,1.16,142
245.16589,1.16,219
245.17133,1.16,31
245.17677,1.16,0
245.18222,1.16,19
438.38803,1.16,18
438.39531,1.16,0
438.40259,1.16,9
476.26529,1.16,276
476.27288,1.16,216
476.28046,1.16,172
476.28805,1.16,198
476.29563,1.16,51
476.33356,1.16,7
643.29050,1.16,13
643.29931,1.16,5
696.42677,1.16,11
997.53870,1.16,179
997.54968,1.16,139
103.12166,1.20,685
103.12519,1.20,473
103.12872,1.20,388
103.13225,1.20,167
103.13578,1.20,119
103.13931,1.20,91
103.14284,1.20,58
103.14637,1.20,53
103.14990,1.20,42
103.15343,1.20,35
103.15696,1.20,26
103.16049,1.20,26
103.16402,1.20,22
103.16755,1.20,16
103.17108,1.20,4
175.10652,1.20,59
175.11571,1.20,563
175.12031,1.20,618
175.13411,1.20,162
175.14791,1.20,41
175.15251,1.20,41
175.17551,1.20,3
175.18011,1.20,0
175.18471,1.20,8
175.18931,1.20,0
175.19391,1.20,4
175.19851,1.20,0
175.20311,1.20,21
219.07518,1.20,140
227.12687,1.20,115
229.14276,1.20,148
229.16381,1.20,252
229.17433,1.20,67
229.19012,1.20,26
229.19538,1.20,23
229.20064,1.20,16
229.20590,1.20,0
229.21116,1.20,25
235.13195,1.20,17
245.15501,1.20,176
245.16045,1.20,142
245.16589,1.20,219
245.17133,1.20,31
245.17677,1.20,0
245.18222,1.20,19
438.37348,1.20,24
438.38075,1.20,14
438.38803,1.20,31
438.39531,1.20,4
438.40259,1.20,13
476.26529,1.20,276
476.27288,1.20,216
476.28046,1.20,172
476.28805,1.20,198
476.29563,1.20,51
476.33356,1.20,7
643.29050,1.20,13
643.29931,1.20,5
696.42677,1.20,11
997.51675,1.20,99
997.52773,1.20,152
997.53870,1.20,334
997.54968,1.20,209
103.12166,1.24,455
103.12519,1.24,358
103.12872,1.24,223
103.13225,1.24,167
103.13578,1.24,119
103.13931,1.24,105
103.14284,1.24,58
103.14637,1.24,53
103.14990,1.24,42
103.15343,1.24,35
103.15696,1.24,26
103.16049,1.24,26
103.16402,1.24,22
103.16755,1.24,16
103.17108,1.24,4
175.10652,1.24,25
175.11571,1.24,815
175.12031,1.24,1302
175.12491,1.24,238
175.12951,1.24,225
175.13411,1.24,162
175.14791,1.24,77
175.15251,1.24,41
175.17551,1.24,3
175.18011,1.24,9
175.18471,1.24,14
175.18931,1.24,1
175.19391,1.24,8
175.19851,1.24,0
175.20311,1.24,29
219.07518,1.24,140
227.12687,1.24,115
229.14276,1.24,148
229.16381,1.24,252
229.17433,1.24,67
229.19012,1.24,26
229.19538,1.24,23
229.20064,1.24,16
229.20590,1.24,0
229.21116,1.24,25
235.13195,1.24,17
245.15501,1.24,108
245.16045,1.24,142
245.16589,1.24,116
245.17133,1.24,31
245.17677,1.24,0
245.18222,1.24,19
438.37348,1.24,24
438.38075,1.24,14
438.38803,1.24,31
438.39531,1.24,4
438.40259,1.24,13
476.26529,1.24,276
476.27288,1.24,216
476.28046,1.24,172
476.28805,1.24,198
476.29563,1.24,51
476.33356,1.24,7
643.29050,1.24,13
643.29931,1.24,5
696.42677,1.24,11
997.51675,1.24,180
997.52773,1.24,250
997.53870,1.24,334
997.54968,1.24,209
103.11813,1.28,45
103.12166,1.28,148
103.12519,1.28,190
103.12872,1.28,0
103.13225,1.28,108
103.13578,1.28,88
103.13931,1.28,31
103.14284,1.28,19
175.11111,1.28,110
175.11571,1.28,815
175.12031,1.28,1432
175.12491,1.28,265
175.12951,1.28,260
175.13411,1.28,188
175.13871,1.28,72
175.14331,1.28,79
175.14791,1.28,157
175.15251,1.28,28
175.15711,1.28,23
175.16171,1.28,20
175.17551,1.28,3
175.18011,1.28,9
175.18471,1.28,10
175.18931,1.28,16
175.19391,1.28,14
175.19851,1.28,0
175.20311,1.28,23
226.02297,1.28,66
226.02819,1.28,52
226.03342,1.28,11
226.05432,1.28,4
226.05955,1.28,5
235.08399,1.28,53
329.25314,1.28,93
329.25945,1.28,51
329.26575,1.28,34
329.27206,1.28,0
329.27837,1.28,22
402.34491,1.28,9
438.37348,1.28,24
438.38075,1.28,14
438.38803,1.28,13
438.39531,1.28,4
438.40259,1.28,4
496.25298,1.28,28
997.51675,1.28,180
997.52773,1.28,281
997.53870,1.28,154
997.54968,1.28,191
103.11813,1.32,124
103.12166,1.32,96
103.12519,1.32,264
103.12872,1.32,64
103.13225,1.32,150
103.13578,1.32,117
103.13931,1.32,47
103.14284,1.32,34
175.11111,1.32,110
175.11571,1.32,253
175.12031,1.32,957
175.12491,1.32,265
175.12951,1.32,260
175.13411,1.32,101
175.13871,1.32,72
175.14331,1.32,79
175.14791,1.32,116
175.15251,1.32,28
175.15711,1.32,23
175.16171,1.32,44
175.18011,1.32,14
175.18471,1.32,6
175.18931,1.32,16
175.19391,1.32,12
175.19851,1.32,0
175.20311,1.32,12
226.02297,1.32,133
226.02819,1.32,105
226.03342,1.32,23
226.05432,1.32,4
226.05955,1.32,5
235.08399,1.32,108
325.26678,1.32,85
329.25314,1.32,93
329.25945,1.32,51
329.26575,1.32,34
329.27206,1.32,0
329.27837,1.32,22
402.34491,1.32,9
496.25298,1.32,28
997.51675,1.32,80
997.52773,1.32,129
997.53870,1.32,0
997.54968,1.32,122
103.11813,1.36,269
103.12166,1.36,213
103.12519,1.36,266
103.12872,1.36,149
103.13225,1.36,150
103.13578,1.36,117
103.13931,1.36,57
103.14284,1.36,34
175.11111,1.36,110
175.12031,1.36,526
175.12491,1.36,241
175.12951,1.36,199
175.13411,1.36,228
175.13871,1.36,158
175.14331,1.36,79
175.14791,1.36,80
175.15251,1.36,28
175.15711,1.36,56
175.16171,1.36,44
175.18011,1.36,10
175.18931,1.36,15
175.19391,1.36,7
175.19851,1.36,0
175.20311,1.36,4
226.02297,1.36,223
226.02819,1.36,177
226.03342,1.36,55
226.05432,1.36,4
226.05955,1.36,5
235.08399,1.36,108
325.26678,1.36,85
329.25314,1.36,93
329.25945,1.36,51
329.26575,1.36,34
329.27206,1.36,0
329.27837,1.36,22
402.34491,1.36,9
496.25298,1.36,92
997.52773,1.36,31
997.53870,1.36,0
997.54968,1.36,122
103.11813,1.40,355
103.12166,1.40,330
103.12519,1.40,165
103.12872,1.40,149
103.13225,1.40,42
103.13578,1.40,29
103.13931,1.40,41
103.14284,1.40,16
103.16402,1.40,7
103.16755,1.40,13
103.17108,1.40,9
112.89373,1.40,70
112.90112,1.40,96
112.90481,1.40,73
175.12031,1.40,493
175.12491,1.40,451
175.12951,1.40,343
175.13411,1.40,263
175.13871,1.40,191
175.14331,1.40,68
175.14791,1.40,49
175.15251,1.40,48
175.15711,1.40,66
175.16171,1.40,61
175.16631,1.40,63
175.17091,1.40,15
175.17551,1.40,0
175.18011,1.40,41
175.18471,1.40,11
175.18931,1.40,22
226.02297,1.40,248
226.02819,1.40,201
226.03342,1.40,84
229.16907,1.40,107
229.17433,1.40,169
229.17959,1.40,181
229.18485,1.40,87
229.19012,1.40,0
229.19538,1.40,60
229.20064,1.40,66
229.20590,1.40,37
229.21116,1.40,12
229.21643,1.40,12
229.23221,1.40,14
235.04668,1.40,17
235.05201,1.40,39
235.05734,1.40,222
235.06267,1.40,99
235.06800,1.40,91
235.07333,1.40,76
235.07866,1.40,139
235.08399,1.40,116
235.08931,1.40,40
235.09464,1.40,77
235.09997,1.40,52
235.10530,1.40,30
325.26678,1.40,85
496.25298,1.40,143
526.23116,1.40,47
526.23913,1.40,10
526.24710,1.40,0
526.25508,1.40,13
103.11813,1.44,276
103.12166,1.44,234
103.12519,1.44,91
103.12872,1.44,85
103.13931,1.44,25
103.16402,1.44,7
103.16755,1.44,13
103.17108,1.44,9
112.89373,1.44,70
112.90112,1.44,96
112.90481,1.44,73
175.12031,1.44,493
175.12491,1.44,759
175.12951,1.44,615
175.13411,1.44,360
175.13871,1.44,267
175.14331,1.44,122
175.14791,1.44,83
175.15251,1.44,86
175.15711,1.44,92
175.16171,1.44,60
175.16631,1.44,114
175.17091,1.44,27
175.17551,1.44,0
175.18011,1.44,37
175.18471,1.44,20
175.18931,1.44,43
226.02297,1.44,181
226.02819,1.44,148
226.03342,1.44,72
229.16907,1.44,107
229.17433,1.44,169
229.17959,1.44,181
229.18485,1.44,87
229.19012,1.44,0
229.19538,1.44,60
229.20064,1.44,66
229.20590,1.44,37
229.21116,1.44,12
229.21643,1.44,12
229.23221,1.44,14
235.04668,1.44,17
235.05201,1.44,121
235.05734,1.44,489
235.06267,1.44,353
235.06800,1.44,312
235.07333,1.44,258
235.07866,1.44,280
235.08399,1.44,61
235.08931,1.44,40
235.09464,1.44,77
235.09997,1.44,52
235.10530,1.44,30
488.26390,1.44,119
488.27158,1.44,66
488.27926,1.44,88
488.28694,1.44,53
488.29462,1.44,26
488.30230,1.44,5
488.30998,1.44,0
488.31766,1.44,4
496.25298,1.44,143
526.23116,1.44,47
526.23913,1.44,10
526.24710,1.44,0
526.25508,1.44,13
103.11813,1.48,131
103.12166,1.48,117
103.16402,1.48,7
103.16755,1.48,13
103.17108,1.48,9
112.89373,1.48,70
112.90112,1.48,96
112.90481,1.48,73
175.12031,1.48,240
175.12491,1.48,545
175.12951,1.48,527
175.13411,1.48,234
175.13871,1.48,208
175.14331,1.48,122
175.14791,1.48,83
175.15251,1.48,86
175.15711,1.48,59
175.16171,1.48,60
175.16631,1.48,114
175.17091,1.48,27
175.17551,1.48,0
175.18011,1.48,31
175.18471,1.48,20
175.18931,1.48,43
226.02297,1.48,91
226.02819,1.48,76
226.03342,1.48,39
229.16907,1.48,107
229.17433,1.48,169
229.17959,1.48,181
229.18485,1.48,87
229.19012,1.48,0
229.19538,1.48,60
229.20064,1.48,66
229.20590,1.48,37
229.21116,1.48,12
229.21643,1.48,12
229.23221,1.48,14
235.04668,1.48,17
235.05201,1.48,248
235.05734,1.48,780
235.06267,1.48,459
235.06800,1.48,407
235.07333,1.48,332
235.07866,1.48,337
235.08399,1.48,61
235.08931,1.48,40
235.09464,1.48,77
235.09997,1.48,52
235.10530,1.48,30
244.13297,1.48,405
244.13840,1.48,278
244.14383,1.48,184
244.14926,1.48,192
244.15469,1.48,0
244.16012,1.48,122
488.26390,1.48,119
488.27158,1.48,66
488.27926,1.48,140
488.28694,1.48,84
488.29462,1.48,26
488.30230,1.48,5
488.30998,1.48,9
488.31766,1.48,4
496.25298,1.48,79
526.23116,1.48,47
526.23913,1.48,10
526.24710,1.48,0
526.25508,1.48,13
109.10021,1.52,30
109.10384,1.52,18
109.10747,1.52,0
109.11110,1.52,3
109.11473,1.52,2
175.12491,1.52,308
175.12951,1.52,348
175.13411,1.52,97
175.13871,1.52,103
175.14331,1.52,54
175.14791,1.52,34
175.15251,1.52,38
175.15711,1.52,27
175.16171,1.52,22
175.16631,1.52,51
175.17091,1.52,12
175.18471,1.52,9
175.18931,1.52,21
176.12444,1.52,6
176.13366,1.52,14
235.04668,1.52,69
235.05201,1.52,209
235.05734,1.52,559
235.06267,1.52,360
235.06800,1.52,316
235.07333,1.52,256
235.07866,1.52,198
235.11063,1.52,11
244.12211,1.52,433
244.12754,1.52,311
244.13297,1.52,765
244.13840,1.52,547
244.14383,1.52,360
244.14926,1.52,355
244.16012,1.52,238
468.20624,1.52,86
488.26390,1.52,119
488.27158,1.52,66
488.27926,1.52,140
488.28694,1.52,84
488.29462,1.52,26
488.30230,1.52,5
488.30998,1.52,9
488.31766,1.52,4
502.29512,1.52,55
502.30291,1.52,44
502.32628,1.52,13
109.09658,1.56,21
109.10021,1.56,78
109.10384,1.56,43
109.10747,1.56,2
109.11110,1.56,8
109.11473,1.56,5
175.12951,1.56,76
175.13411,1.56,0
175.13871,1.56,28
176.12444,1.56,15
176.12905,1.56,12
176.13366,1.56,14
176.13828,1.56,12
235.04668,1.56,69
235.05201,1.56,292
235.05734,1.56,443
235.06267,1.56,221
235.06800,1.56,192
235.07333,1.56,75
235.07866,1.56,56
235.08399,1.56,50
235.08931,1.56,32
235.11063,1.56,11
244.12211,1.56,738
244.12754,1.56,557
244.13297,1.56,1054
244.13840,1.56,790
244.14383,1.56,510
244.14926,1.56,461
244.15469,1.56,52
244.16012,1.56,312
244.16555,1.56,84
468.20624,1.56,86
488.27926,1.56,52
488.28694,1.56,31
488.30998,1.56,9
502.29512,1.56,55
502.30291,1.56,44
502.32628,1.56,13
109.09658,1.60,58
109.10021,1.60,165
109.10384,1.60,72
109.10747,1.60,2
109.11110,1.60,8
109.11473,1.60,9
175.13871,1.60,63
175.15711,1.60,37
175.18011,1.60,9
176.12444,1.60,26
176.12905,1.60,27
176.13366,1.60,24
176.13828,1.60,16
235.04668,1.60,69
235.05201,1.60,268
235.05734,1.60,282
235.06267,1.60,209
235.06800,1.60,156
235.07333,1.60,37
235.07866,1.60,34
235.08399,1.60,50
235.08931,1.60,32
235.11063,1.60,11
244.12211,1.60,738
244.12754,1.60,694
244.13297,1.60,854
244.13840,1.60,722
244.14383,1.60,326
244.14926,1.60,269
244.15469,1.60,52
244.16012,1.60,191
244.16555,1.60,84
468.20624,1.60,86
502.29512,1.60,55
502.30291,1.60,44
502.32628,1.60,13
109.09658,1.64,107
109.10021,1.64,246
109.10384,1.64,92
109.10747,1.64,6
109.11110,1.64,16
109.11473,1.64,13
109.12926,1.64,12
156.03984,1.64,198
156.04419,1.64,134
175.12491,1.64,257
175.12951,1.64,156
175.13411,1.64,124
175.13871,1.64,157
175.14331,1.64,65
175.14791,1.64,57
175.15251,1.64,81
175.15711,1.64,117
175.16171,1.64,38
175.16631,1.64,25
175.17091,1.64,14
175.17551,1.64,43
175.18011,1.64,30
175.18471,1.64,0
175.18931,1.64,14
176.12444,1.64,32
176.12905,1.64,27
176.13366,1.64,16
176.13828,1.64,16
192.05543,1.64,66
192.06025,1.64,54
192.06506,1.64,36
192.06988,1.64,20
192.07470,1.64,8
192.07951,1.64,9
192.08433,1.64,8
192.08915,1.64,0
192.09396,1.64,6
192.09878,1.64,0
192.10360,1.64,4
235.05201,1.64,268
235.05734,1.64,282
235.06267,1.64,209
235.06800,1.64,156
235.07333,1.64,37
235.07866,1.64,34
235.08399,1.64,50
235.08931,1.64,32
235.09464,1.64,8
244.12211,1.64,304
244.12754,1.64,383
244.13297,1.64,625
244.13840,1.64,455
244.14383,1.64,151
244.14926,1.64,105
244.15469,1.64,52
244.16012,1.64,74
244.16555,1.64,84
325.31066,1.64,103
325.33574,1.64,33
486.19245,1.64,60
486.20011,1.64,66
486.20778,1.64,98
486.21544,1.64,85
486.22311,1.64,54
486.23077,1.64,49
504.24445,1.64,130
538.28309,1.64,80
538.29116,1.64,98
538.29922,1.64,92
538.30729,1.64,167
538.31535,1.64,110
538.32342,1.64,24
538.33148,1.64,8
538.33954,1.64,6
538.34761,1.64,1
538.35567,1.64,4
997.51675,1.64,29
997.52773,1.64,42
109.09658,1.68,85
109.10021,1.68,197
109.10384,1.68,68
109.10747,1.68,4
109.11110,1.68,11
109.11473,1.68,9
109.12926,1.68,12
156.03984,1.68,421
156.04419,1.68,326
175.10652,1.68,42
175.11111,1.68,52
175.12491,1.68,257
175.12951,1.68,306
175.13411,1.68,251
175.13871,1.68,254
175.14331,1.68,133
175.14791,1.68,110
175.15251,1.68,114
175.15711,1.68,185
175.16171,1.68,38
175.16631,1.68,46
175.17091,1.68,14
175.17551,1.68,77
175.18011,1.68,47
175.18471,1.68,0
175.18931,1.68,14
176.12444,1.68,23
176.12905,1.68,15
176.13366,1.68,16
176.13828,1.68,5
192.05543,1.68,66
192.06025,1.68,54
192.06506,1.68,36
192.06988,1.68,20
192.07470,1.68,8
192.07951,1.68,9
192.08433,1.68,8
192.08915,1.68,0
192.09396,1.68,6
192.09878,1.68,0
192.10360,1.68,4
235.05201,1.68,103
235.05734,1.68,129
235.06267,1.68,94
235.06800,1.68,59
235.07333,1.68,37
235.07866,1.68,34
235.09464,1.68,8
244.12754,1.68,137
244.13297,1.68,335
244.13840,1.68,212
325.31066,1.68,207
325.33574,1.68,33
486.19245,1.68,60
486.20011,1.68,66
486.20778,1.68,98
486.21544,1.68,85
486.22311,1.68,54
486.23077,1.68,49
504.24445,1.68,130
504.26006,1.68,19
504.26786,1.68,44
538.28309,1.68,80
538.29116,1.68,98
538.29922,1.68,92
538.30729,1.68,167
538.31535,1.68,154
538.32342,1.68,24
538.33148,1.68,8
538.33954,1.68,6
538.34761,1.68,1
538.35567,1.68,4
997.51675,1.68,29
997.52773,1.68,42
109.09658,1.72,48
109.10021,1.72,110
109.10384,1.72,39
109.10747,1.72,4
109.11110,1.72,11
109.11473,1.72,6
109.12926,1.72,12
156.03984,1.72,594
156.04419,1.72,489
156.04853,1.72,113
156.05287,1.72,64
156.05721,1.72,57
156.06155,1.72,0
156.06590,1.72,39
156.07024,1.72,36
156.07458,1.72,0
156.07892,1.72,6
156.08326,1.72,4
175.10652,1.72,106
175.11111,1.72,52
175.12491,1.72,257
175.12951,1.72,306
175.13411,1.72,251
175.13871,1.72,191
175.14331,1.72,133
175.14791,1.72,110
175.15251,1.72,114
175.15711,1.72,148
175.16171,1.72,38
175.16631,1.72,46
175.17091,1.72,14
175.17551,1.72,77
175.18011,1.72,52
175.18471,1.72,0
175.18931,1.72,14
176.12444,1.72,12
176.12905,1.72,0
176.13366,1.72,6
192.05543,1.72,66
192.06025,1.72,54
192.06506,1.72,36
192.06988,1.72,20
192.07470,1.72,8
192.07951,1.72,9
192.08433,1.72,8
192.08915,1.72,0
192.09396,1.72,6
192.09878,1.72,0
192.10360,1.72,4
235.09464,1.72,8
244.13297,1.72,131
325.31066,1.72,207
325.33574,1.72,33
486.19245,1.72,60
486.20011,1.72,66
